ID,BoutNumber,Start_Date,Start_Time,End_Date,End_Time,Duration
54,23,11/11/2018,22:41:00,11/12/2018,05:53:00,432
54,24,11/13/2018,22:15:00,11/14/2018,06:45:00,510
54,25,11/14/2018,23:53:00,11/15/2018,09:12:00,559
54,26,11/15/2018,22:48:00,11/16/2018,08:10:00,562
54,27,11/17/2018,00:45:00,11/17/2018,06:22:00,337
54,28,11/17/2018,21:50:00,11/18/2018,09:29:00,699
54,29,11/18/2018,22:12:00,11/19/2018,06:20:00,488
54,30,11/19/2018,21:54:00,11/20/2018,07:26:00,572
54,31,11/20/2018,22:15:00,11/21/2018,06:56:00,521
54,32,11/21/2018,22:13:00,11/22/2018,05:34:00,441
54,33,11/22/2018,21:03:00,11/23/2018,06:14:00,551
54,34,11/24/2018,21:57:00,11/25/2018,06:52:00,535
54,35,11/25/2018,21:58:00,11/26/2018,04:45:00,407
54,36,11/26/2018,22:09:00,11/27/2018,07:54:00,585
54,37,11/30/2018,21:05:00,12/1/2018,05:06:00,481
54,38,12/1/2018,22:33:00,12/2/2018,05:53:00,440
54,39,12/2/2018,23:39:00,12/3/2018,06:54:00,435
54,40,12/3/2018,22:49:00,12/4/2018,06:15:00,446
54,41,12/4/2018,23:07:00,12/5/2018,05:34:00,387
54,42,12/5/2018,23:08:00,12/6/2018,06:25:00,437
54,43,12/6/2018,21:24:00,12/7/2018,06:22:00,538
54,44,12/7/2018,21:26:00,12/8/2018,06:23:00,537
54,45,12/8/2018,21:33:00,12/9/2018,07:17:00,584
54,46,12/10/2018,00:38:00,12/10/2018,04:24:00,226
54,47,12/10/2018,21:48:00,12/11/2018,04:00:00,372
54,48,12/11/2018,22:28:00,12/12/2018,04:41:00,373
54,49,12/12/2018,22:52:00,12/13/2018,04:57:00,365
55,1,10/17/2018,22:45:00,10/18/2018,06:11:00,446
55,2,10/18/2018,22:03:00,10/19/2018,05:51:00,468
55,3,10/19/2018,22:38:00,10/20/2018,05:46:00,428
55,4,10/20/2018,21:37:00,10/21/2018,06:05:00,508
55,5,10/21/2018,23:09:00,10/22/2018,06:07:00,418
55,6,10/22/2018,20:48:00,10/23/2018,07:38:00,650
55,7,10/23/2018,20:33:00,10/24/2018,07:03:00,630
55,8,10/24/2018,21:41:00,10/25/2018,06:47:00,546
55,9,10/25/2018,22:57:00,10/26/2018,07:36:00,519
55,10,10/26/2018,21:44:00,10/27/2018,07:40:00,596
55,11,10/27/2018,22:23:00,10/28/2018,08:33:00,610
55,12,10/28/2018,22:14:00,10/29/2018,06:40:00,506
55,13,10/31/2018,00:00:00,10/31/2018,06:06:00,366
55,14,10/31/2018,22:02:00,11/1/2018,06:19:00,497
55,15,11/1/2018,21:46:00,11/2/2018,01:59:00,253
55,16,11/2/2018,22:01:00,11/3/2018,05:38:00,457
55,17,11/4/2018,00:22:00,11/4/2018,09:17:00,535
55,18,11/4/2018,21:17:00,11/5/2018,06:51:00,574
55,19,11/5/2018,21:45:00,11/6/2018,05:22:00,457
55,20,11/6/2018,21:22:00,11/7/2018,05:41:00,499
55,21,11/7/2018,23:42:00,11/8/2018,06:30:00,408
55,22,11/8/2018,23:50:00,11/9/2018,06:38:00,408
55,23,11/9/2018,22:58:00,11/10/2018,07:00:00,482
55,24,11/10/2018,22:49:00,11/11/2018,07:11:00,502
55,25,11/11/2018,22:59:00,11/12/2018,06:51:00,472
55,26,11/13/2018,22:39:00,11/14/2018,06:44:00,485
55,27,11/15/2018,00:40:00,11/15/2018,06:52:00,372
55,28,11/15/2018,23:10:00,11/16/2018,07:00:00,470
55,29,11/16/2018,23:50:00,11/17/2018,06:46:00,416
55,30,11/17/2018,22:27:00,11/18/2018,09:09:00,642
55,31,11/18/2018,22:22:00,11/19/2018,07:41:00,559
55,32,11/19/2018,22:33:00,11/20/2018,07:17:00,524
55,33,11/20/2018,23:22:00,11/21/2018,06:10:00,408
55,34,11/21/2018,22:53:00,11/22/2018,06:37:00,464
55,35,11/22/2018,21:39:00,11/23/2018,06:49:00,550
55,36,11/23/2018,22:17:00,11/24/2018,07:35:00,558
55,37,11/24/2018,22:18:00,11/25/2018,07:29:00,551
55,38,11/25/2018,22:06:00,11/26/2018,07:00:00,534
55,39,11/26/2018,22:06:00,11/27/2018,06:55:00,529
55,40,11/27/2018,22:32:00,11/28/2018,07:51:00,559
55,41,11/30/2018,23:04:00,12/1/2018,05:59:00,415
55,42,12/1/2018,23:59:00,12/2/2018,07:33:00,454
55,43,12/2/2018,22:07:00,12/3/2018,08:14:00,607
55,44,12/3/2018,23:22:00,12/4/2018,06:18:00,416
55,45,12/4/2018,21:33:00,12/5/2018,06:43:00,550
55,46,12/5/2018,23:32:00,12/6/2018,05:03:00,331
55,47,12/6/2018,21:25:00,12/7/2018,06:27:00,542
55,48,12/7/2018,22:38:00,12/8/2018,06:37:00,479
55,49,12/9/2018,00:32:00,12/9/2018,07:55:00,443
55,50,12/9/2018,22:03:00,12/10/2018,06:43:00,520
55,51,12/10/2018,23:02:00,12/11/2018,05:59:00,417
55,52,12/11/2018,22:29:00,12/12/2018,06:36:00,487
55,53,12/12/2018,22:05:00,12/13/2018,13:32:00,927
55,54,12/14/2018,00:01:00,12/14/2018,06:45:00,404
85,1,10/16/2018,20:32:00,10/17/2018,08:56:00,744
85,2,10/18/2018,01:54:00,10/18/2018,05:54:00,240
85,3,10/19/2018,01:32:00,10/19/2018,06:53:00,321
85,4,10/19/2018,23:33:00,10/20/2018,06:37:00,424
85,5,10/21/2018,01:00:00,10/21/2018,07:16:00,376
85,6,10/22/2018,01:21:00,10/22/2018,06:49:00,328
85,7,10/23/2018,00:18:00,10/23/2018,07:30:00,432
85,8,10/24/2018,00:21:00,10/24/2018,05:00:00,279
85,9,10/25/2018,00:42:00,10/25/2018,05:33:00,291
85,10,10/25/2018,23:18:00,10/26/2018,05:51:00,393
85,11,10/26/2018,22:36:00,10/27/2018,07:00:00,504
85,12,10/27/2018,20:44:00,10/28/2018,08:42:00,718
85,13,10/28/2018,22:32:00,10/29/2018,06:39:00,487
85,14,10/29/2018,20:54:00,10/30/2018,07:55:00,661
85,15,10/31/2018,00:42:00,10/31/2018,04:04:00,202
85,16,10/31/2018,22:25:00,11/1/2018,06:38:00,493
85,17,11/1/2018,20:58:00,11/2/2018,03:36:00,398
85,18,11/3/2018,00:15:00,11/3/2018,03:32:00,197
85,19,11/4/2018,21:59:00,11/5/2018,05:34:00,455
85,20,11/6/2018,00:05:00,11/6/2018,05:12:00,307
85,21,11/6/2018,23:45:00,11/7/2018,04:35:00,290
85,22,11/7/2018,23:56:00,11/8/2018,07:06:00,430
85,23,11/8/2018,23:15:00,11/9/2018,05:39:00,384
85,24,11/9/2018,23:19:00,11/10/2018,02:10:00,171
56,1,10/18/2018,01:21:00,10/18/2018,07:24:00,363
56,2,10/19/2018,00:22:00,10/19/2018,07:53:00,451
56,3,10/20/2018,00:01:00,10/20/2018,05:45:00,344
56,4,10/20/2018,23:32:00,10/21/2018,07:03:00,451
56,5,10/22/2018,03:04:00,10/22/2018,07:04:00,240
56,6,10/23/2018,01:22:00,10/23/2018,07:36:00,374
56,7,10/23/2018,22:07:00,10/24/2018,06:58:00,531
56,8,10/24/2018,22:58:00,10/25/2018,07:05:00,487
56,9,10/25/2018,23:32:00,10/26/2018,07:05:00,453
56,10,10/27/2018,00:06:00,10/27/2018,08:13:00,487
56,11,10/27/2018,22:33:00,10/28/2018,06:37:00,484
56,12,10/28/2018,22:04:00,10/29/2018,06:18:00,494
56,13,11/1/2018,01:36:00,11/1/2018,08:06:00,390
56,14,11/1/2018,21:38:00,11/2/2018,06:24:00,526
56,15,11/3/2018,23:27:00,11/4/2018,07:47:00,500
56,16,11/4/2018,23:06:00,11/5/2018,07:02:00,476
56,17,11/6/2018,03:51:00,11/6/2018,10:12:00,381
56,18,11/6/2018,22:08:00,11/7/2018,07:51:00,583
56,19,11/7/2018,23:27:00,11/8/2018,06:46:00,439
56,20,11/9/2018,00:03:00,11/9/2018,07:19:00,436
56,21,11/9/2018,22:43:00,11/10/2018,07:11:00,508
56,22,11/12/2018,02:44:00,11/12/2018,06:36:00,232
56,23,11/13/2018,06:15:00,11/13/2018,14:24:00,489
56,24,11/13/2018,22:26:00,11/14/2018,06:46:00,500
56,25,11/15/2018,01:20:00,11/15/2018,10:33:00,553
56,26,11/16/2018,09:31:00,11/17/2018,07:26:00,1315
56,27,11/18/2018,00:07:00,11/18/2018,06:39:00,392
56,28,11/18/2018,22:20:00,11/19/2018,06:03:00,463
56,29,11/20/2018,02:41:00,11/20/2018,06:18:00,217
56,30,11/20/2018,23:22:00,11/21/2018,06:38:00,436
56,31,11/21/2018,23:24:00,11/22/2018,06:44:00,440
56,32,11/22/2018,22:45:00,11/23/2018,07:11:00,506
56,33,11/23/2018,23:21:00,11/24/2018,08:56:00,575
56,34,11/25/2018,00:41:00,11/25/2018,07:30:00,409
56,35,11/26/2018,01:04:00,11/26/2018,08:51:00,467
56,36,11/26/2018,23:58:00,11/27/2018,07:16:00,438
56,37,11/28/2018,03:27:00,11/28/2018,08:34:00,307
56,38,11/28/2018,23:35:00,11/29/2018,06:36:00,421
56,39,11/29/2018,22:45:00,11/30/2018,06:43:00,478
56,40,11/30/2018,23:38:00,12/1/2018,08:34:00,536
56,41,12/2/2018,01:28:00,12/2/2018,09:44:00,496
56,42,12/2/2018,23:14:00,12/3/2018,08:38:00,564
56,43,12/3/2018,23:22:00,12/4/2018,05:37:00,375
56,44,12/4/2018,23:37:00,12/5/2018,08:31:00,534
56,45,12/5/2018,23:39:00,12/6/2018,06:24:00,405
56,46,12/6/2018,22:45:00,12/7/2018,06:47:00,482
56,47,12/7/2018,23:11:00,12/8/2018,06:00:00,409
56,48,12/9/2018,00:25:00,12/9/2018,07:10:00,405
56,49,12/9/2018,23:11:00,12/10/2018,06:27:00,436
56,50,12/10/2018,23:58:00,12/11/2018,08:21:00,503
56,51,12/12/2018,01:37:00,12/12/2018,05:09:00,212
56,52,12/12/2018,23:35:00,12/13/2018,06:58:00,443
56,53,12/14/2018,00:17:00,12/14/2018,05:54:00,337
57,1,10/17/2018,23:13:00,10/18/2018,06:12:00,419
57,2,10/18/2018,22:25:00,10/19/2018,08:43:00,618
57,3,10/19/2018,23:15:00,10/20/2018,07:14:00,479
57,4,10/20/2018,23:59:00,10/21/2018,08:56:00,537
57,5,10/21/2018,23:46:00,10/22/2018,09:21:00,575
57,6,10/22/2018,22:57:00,10/23/2018,08:15:00,558
57,7,10/23/2018,21:51:00,10/24/2018,07:14:00,563
57,8,10/24/2018,22:21:00,10/25/2018,08:36:00,615
57,9,10/25/2018,22:38:00,10/26/2018,08:47:00,609
57,10,10/26/2018,22:48:00,10/27/2018,07:41:00,533
57,11,10/27/2018,22:59:00,10/28/2018,08:54:00,595
57,12,10/28/2018,21:47:00,10/29/2018,07:42:00,595
57,13,10/30/2018,21:20:00,10/31/2018,06:12:00,532
57,14,10/31/2018,21:41:00,11/1/2018,07:27:00,586
57,15,11/1/2018,21:39:00,11/2/2018,08:18:00,639
57,16,11/2/2018,22:46:00,11/3/2018,08:30:00,584
57,17,11/4/2018,00:01:00,11/4/2018,09:02:00,541
57,18,11/4/2018,21:56:00,11/5/2018,06:49:00,533
57,19,11/5/2018,22:17:00,11/6/2018,06:10:00,473
57,20,11/6/2018,22:01:00,11/7/2018,07:21:00,560
57,21,11/7/2018,22:41:00,11/8/2018,06:55:00,494
57,22,11/8/2018,23:09:00,11/9/2018,06:28:00,439
57,23,11/9/2018,23:14:00,11/10/2018,08:06:00,532
57,24,11/10/2018,22:52:00,11/11/2018,08:17:00,565
57,25,11/11/2018,23:33:00,11/12/2018,08:06:00,513
57,26,11/12/2018,12:20:00,11/12/2018,21:36:00,556
57,27,11/13/2018,17:10:00,11/14/2018,06:19:00,789
57,28,11/15/2018,00:56:00,11/15/2018,14:29:00,813
57,29,11/15/2018,23:01:00,11/16/2018,07:52:00,531
57,30,11/16/2018,23:56:00,11/17/2018,08:19:00,503
57,31,11/17/2018,22:22:00,11/18/2018,09:31:00,669
57,32,11/18/2018,22:17:00,11/19/2018,08:01:00,584
57,33,11/19/2018,23:05:00,11/20/2018,08:06:00,541
57,34,11/20/2018,23:47:00,11/21/2018,07:53:00,486
57,35,11/21/2018,22:47:00,11/22/2018,08:36:00,589
57,36,11/22/2018,22:17:00,11/23/2018,06:46:00,509
57,37,11/23/2018,22:38:00,11/24/2018,07:22:00,524
57,38,11/24/2018,22:34:00,11/25/2018,07:22:00,528
57,39,11/25/2018,22:23:00,11/26/2018,09:01:00,638
57,40,11/26/2018,22:45:00,11/27/2018,10:09:00,684
57,41,11/28/2018,00:37:00,11/28/2018,09:47:00,550
57,42,12/1/2018,00:47:00,12/1/2018,09:11:00,504
57,43,12/2/2018,00:13:00,12/2/2018,08:25:00,492
57,44,12/2/2018,22:27:00,12/3/2018,09:50:00,683
57,45,12/3/2018,23:32:00,12/4/2018,07:55:00,503
57,46,12/4/2018,23:03:00,12/5/2018,07:12:00,489
57,47,12/5/2018,22:59:00,12/6/2018,07:59:00,540
57,48,12/6/2018,21:45:00,12/7/2018,04:51:00,426
57,49,12/7/2018,22:05:00,12/8/2018,07:53:00,588
57,50,12/8/2018,22:26:00,12/9/2018,08:58:00,632
57,51,12/10/2018,03:47:00,12/10/2018,09:11:00,324
57,52,12/10/2018,22:26:00,12/11/2018,10:04:00,698
57,53,12/11/2018,23:30:00,12/12/2018,05:20:00,350
57,54,12/12/2018,22:39:00,12/13/2018,08:18:00,579
57,55,12/13/2018,20:41:00,12/14/2018,14:21:00,1060
58,1,10/20/2018,00:02:00,10/20/2018,07:15:00,433
58,2,10/20/2018,23:54:00,10/21/2018,07:23:00,449
58,3,10/22/2018,00:24:00,10/22/2018,07:16:00,412
58,4,10/23/2018,00:18:00,10/23/2018,07:51:00,453
58,5,10/23/2018,22:43:00,10/24/2018,07:33:00,530
58,6,10/25/2018,00:20:00,10/25/2018,07:42:00,442
58,7,10/25/2018,23:45:00,10/26/2018,06:54:00,429
58,8,10/26/2018,22:49:00,10/27/2018,08:03:00,554
58,9,10/27/2018,23:46:00,10/28/2018,06:20:00,394
58,10,10/28/2018,23:54:00,10/29/2018,05:30:00,336
58,11,10/29/2018,20:57:00,10/30/2018,07:58:00,661
58,12,10/31/2018,00:48:00,10/31/2018,05:54:00,306
58,13,10/31/2018,23:54:00,11/1/2018,07:05:00,431
58,14,11/1/2018,22:41:00,11/2/2018,07:07:00,506
58,15,11/2/2018,23:38:00,11/3/2018,06:02:00,384
58,16,11/3/2018,23:46:00,11/4/2018,07:09:00,443
58,17,11/5/2018,00:43:00,11/5/2018,07:09:00,386
58,18,11/6/2018,00:43:00,11/6/2018,08:56:00,493
58,19,11/6/2018,22:57:00,11/7/2018,08:24:00,567
58,20,11/7/2018,23:11:00,11/8/2018,07:27:00,496
58,21,11/8/2018,23:10:00,11/9/2018,06:51:00,461
58,22,11/10/2018,00:03:00,11/10/2018,05:58:00,355
58,23,11/11/2018,00:33:00,11/11/2018,06:04:00,331
58,24,11/12/2018,01:31:00,11/12/2018,07:05:00,334
58,25,11/13/2018,06:23:00,11/13/2018,14:59:00,516
58,26,11/14/2018,00:17:00,11/14/2018,06:04:00,347
58,27,11/15/2018,01:23:00,11/15/2018,07:16:00,353
58,28,11/16/2018,00:35:00,11/16/2018,06:59:00,384
58,29,11/17/2018,02:02:00,11/17/2018,05:56:00,234
58,30,11/17/2018,23:04:00,11/18/2018,09:17:00,613
58,31,11/18/2018,22:43:00,11/19/2018,07:42:00,539
58,32,11/19/2018,23:57:00,11/20/2018,07:32:00,455
58,33,11/21/2018,00:29:00,11/21/2018,07:06:00,397
58,34,11/22/2018,00:32:00,11/22/2018,05:50:00,318
58,35,11/22/2018,22:52:00,11/23/2018,07:13:00,501
58,36,11/23/2018,23:12:00,11/24/2018,08:00:00,528
58,37,11/24/2018,23:14:00,11/25/2018,07:30:00,496
58,38,11/26/2018,00:56:00,11/26/2018,06:31:00,335
58,39,11/26/2018,23:20:00,11/27/2018,07:21:00,481
58,40,11/27/2018,23:53:00,11/28/2018,07:19:00,446
58,41,11/28/2018,15:19:00,11/28/2018,18:22:00,183
58,42,11/30/2018,22:55:00,12/1/2018,07:57:00,542
58,43,12/1/2018,22:56:00,12/2/2018,07:05:00,489
58,44,12/2/2018,21:11:00,12/3/2018,08:40:00,689
58,45,12/4/2018,01:23:00,12/4/2018,07:27:00,364
58,46,12/5/2018,00:34:00,12/5/2018,07:15:00,401
58,47,12/6/2018,00:26:00,12/6/2018,07:02:00,396
58,48,12/6/2018,23:21:00,12/7/2018,08:18:00,537
58,49,12/8/2018,00:03:00,12/8/2018,07:52:00,469
58,50,12/8/2018,23:41:00,12/9/2018,07:34:00,473
58,51,12/10/2018,01:09:00,12/10/2018,06:36:00,327
58,52,12/11/2018,01:04:00,12/11/2018,06:28:00,324
58,53,12/11/2018,23:23:00,12/12/2018,07:54:00,511
58,54,12/13/2018,00:22:00,12/13/2018,06:31:00,369
58,55,12/13/2018,23:51:00,12/14/2018,06:06:00,375
59,1,10/17/2018,23:46:00,10/18/2018,05:56:00,370
59,2,10/19/2018,23:55:00,10/20/2018,06:13:00,378
59,3,10/20/2018,23:28:00,10/21/2018,06:02:00,394
59,4,10/22/2018,23:04:00,10/23/2018,07:17:00,493
59,5,10/23/2018,22:45:00,10/24/2018,07:18:00,513
59,6,10/24/2018,22:35:00,10/25/2018,08:34:00,599
59,7,10/25/2018,22:33:00,10/26/2018,06:58:00,505
59,8,10/26/2018,21:54:00,10/27/2018,08:44:00,650
59,9,10/27/2018,22:55:00,10/28/2018,07:24:00,509
59,10,10/28/2018,21:24:00,10/29/2018,08:07:00,643
59,11,10/31/2018,00:27:00,10/31/2018,05:50:00,323
59,12,10/31/2018,22:45:00,11/1/2018,06:13:00,448
59,13,11/1/2018,20:59:00,11/2/2018,08:18:00,679
59,14,11/3/2018,00:25:00,11/3/2018,06:35:00,370
59,15,11/4/2018,00:21:00,11/4/2018,08:47:00,506
59,16,11/4/2018,22:03:00,11/5/2018,06:33:00,510
59,17,11/5/2018,22:14:00,11/6/2018,08:04:00,590
59,18,11/6/2018,21:45:00,11/7/2018,07:03:00,558
59,19,11/7/2018,22:45:00,11/8/2018,05:25:00,400
59,20,11/8/2018,23:23:00,11/9/2018,06:43:00,440
59,21,11/9/2018,23:39:00,11/10/2018,03:23:00,224
59,22,11/10/2018,23:48:00,11/11/2018,05:42:00,354
59,23,11/11/2018,23:22:00,11/12/2018,07:34:00,492
59,24,11/13/2018,06:10:00,11/13/2018,14:14:00,484
59,25,11/13/2018,16:45:00,11/13/2018,22:05:00,320
59,26,11/14/2018,23:03:00,11/15/2018,06:41:00,458
59,27,11/15/2018,23:18:00,11/16/2018,07:30:00,492
59,28,11/17/2018,00:00:00,11/17/2018,05:53:00,353
59,29,11/18/2018,06:11:00,11/18/2018,11:17:00,306
59,30,11/18/2018,23:10:00,11/19/2018,08:28:00,558
59,31,11/19/2018,22:15:00,11/20/2018,07:22:00,547
59,32,11/21/2018,03:43:00,11/21/2018,07:40:00,237
59,33,11/21/2018,23:33:00,11/22/2018,06:06:00,393
59,34,11/22/2018,22:34:00,11/23/2018,05:44:00,430
59,35,11/23/2018,22:51:00,11/24/2018,06:44:00,473
59,36,11/24/2018,20:58:00,11/25/2018,06:28:00,570
59,37,11/25/2018,22:14:00,11/26/2018,07:46:00,572
59,38,11/26/2018,22:57:00,11/27/2018,06:38:00,461
59,39,12/1/2018,00:23:00,12/1/2018,06:26:00,363
59,40,12/1/2018,18:06:00,12/2/2018,09:52:00,946
59,41,12/2/2018,21:53:00,12/3/2018,09:36:00,703
59,42,12/3/2018,22:55:00,12/4/2018,08:46:00,591
60,1,10/18/2018,00:51:00,10/18/2018,06:03:00,312
60,2,10/18/2018,23:49:00,10/19/2018,09:48:00,599
60,3,10/19/2018,23:33:00,10/20/2018,08:16:00,523
60,4,10/20/2018,23:54:00,10/21/2018,06:53:00,419
60,5,10/22/2018,01:00:00,10/22/2018,06:32:00,332
60,6,10/22/2018,23:30:00,10/23/2018,08:48:00,558
60,7,10/23/2018,23:08:00,10/24/2018,08:35:00,567
60,8,10/24/2018,22:26:00,10/25/2018,07:02:00,516
60,9,10/25/2018,23:29:00,10/26/2018,07:30:00,481
60,10,10/26/2018,23:13:00,10/27/2018,07:27:00,494
60,11,10/27/2018,21:53:00,10/28/2018,08:26:00,633
60,12,10/28/2018,22:37:00,10/29/2018,06:18:00,461
60,13,10/31/2018,00:33:00,10/31/2018,05:51:00,318
60,14,11/1/2018,00:57:00,11/1/2018,07:46:00,409
60,15,11/1/2018,22:44:00,11/2/2018,08:03:00,559
60,16,11/3/2018,03:21:00,11/3/2018,09:02:00,341
60,17,11/3/2018,23:36:00,11/4/2018,09:35:00,599
60,18,11/4/2018,23:23:00,11/5/2018,07:22:00,479
60,19,11/5/2018,21:48:00,11/6/2018,07:42:00,594
60,20,11/7/2018,00:19:00,11/7/2018,06:50:00,391
60,21,11/8/2018,00:06:00,11/8/2018,07:11:00,425
60,22,11/9/2018,00:41:00,11/9/2018,07:33:00,412
60,23,11/10/2018,00:22:00,11/10/2018,07:03:00,401
60,24,11/10/2018,23:08:00,11/11/2018,08:28:00,560
60,25,11/12/2018,00:38:00,11/12/2018,07:50:00,432
60,26,11/12/2018,23:45:00,11/13/2018,07:12:00,447
60,27,11/14/2018,22:33:00,11/15/2018,09:56:00,683
60,28,11/15/2018,23:40:00,11/16/2018,08:26:00,526
60,29,11/17/2018,00:00:00,11/17/2018,08:53:00,533
60,30,11/17/2018,22:48:00,11/18/2018,10:18:00,690
60,31,11/18/2018,23:54:00,11/19/2018,09:28:00,574
60,32,11/19/2018,23:21:00,11/20/2018,07:50:00,509
60,33,11/20/2018,22:44:00,11/21/2018,08:27:00,583
60,34,11/21/2018,23:38:00,11/22/2018,07:06:00,448
60,35,11/22/2018,22:03:00,11/23/2018,07:38:00,575
60,36,11/24/2018,00:12:00,11/24/2018,08:28:00,496
60,37,11/25/2018,00:08:00,11/25/2018,08:05:00,477
60,38,11/25/2018,22:42:00,11/26/2018,07:49:00,547
60,39,11/26/2018,22:30:00,11/27/2018,07:13:00,523
60,40,11/28/2018,00:09:00,11/28/2018,08:30:00,501
60,41,11/30/2018,22:41:00,12/1/2018,08:05:00,564
60,42,12/1/2018,22:58:00,12/2/2018,08:34:00,576
60,43,12/2/2018,21:44:00,12/3/2018,08:17:00,633
60,44,12/3/2018,23:20:00,12/4/2018,07:47:00,507
60,45,12/5/2018,00:01:00,12/5/2018,06:36:00,395
60,46,12/5/2018,23:01:00,12/6/2018,08:46:00,585
60,47,12/6/2018,23:15:00,12/7/2018,08:13:00,538
60,48,12/8/2018,02:31:00,12/8/2018,08:34:00,363
60,49,12/8/2018,22:12:00,12/9/2018,08:34:00,622
60,50,12/9/2018,23:26:00,12/10/2018,06:29:00,423
60,51,12/10/2018,21:44:00,12/11/2018,07:14:00,570
60,52,12/11/2018,23:23:00,12/12/2018,07:23:00,480
60,53,12/12/2018,23:51:00,12/13/2018,06:57:00,426
60,54,12/13/2018,22:16:00,12/14/2018,06:41:00,505
27,1,10/30/2018,22:51:00,10/31/2018,06:05:00,434
27,2,10/31/2018,22:41:00,11/1/2018,08:21:00,580
27,3,11/1/2018,21:46:00,11/2/2018,07:52:00,606
27,4,11/2/2018,21:38:00,11/3/2018,07:54:00,616
27,5,11/3/2018,23:04:00,11/4/2018,08:50:00,586
27,6,11/4/2018,22:12:00,11/5/2018,05:01:00,409
27,7,11/6/2018,00:09:00,11/6/2018,06:30:00,381
27,8,11/6/2018,22:47:00,11/7/2018,07:45:00,538
27,9,11/7/2018,22:32:00,11/8/2018,06:36:00,484
27,10,11/8/2018,22:20:00,11/9/2018,06:27:00,487
27,11,11/9/2018,22:26:00,11/10/2018,08:57:00,631
27,12,11/11/2018,02:09:00,11/11/2018,08:04:00,355
27,13,11/12/2018,04:04:00,11/12/2018,07:49:00,225
33,1,10/16/2018,22:00:00,10/17/2018,05:54:00,474
33,2,10/17/2018,22:09:00,10/18/2018,07:11:00,542
33,3,10/18/2018,22:19:00,10/19/2018,05:33:00,434
33,4,10/19/2018,22:45:00,10/20/2018,06:40:00,475
33,5,10/20/2018,22:39:00,10/21/2018,04:16:00,337
33,6,10/21/2018,20:53:00,10/22/2018,03:49:00,416
33,7,10/22/2018,23:22:00,10/23/2018,08:07:00,525
33,8,10/23/2018,22:08:00,10/24/2018,07:30:00,562
33,9,10/24/2018,23:23:00,10/25/2018,05:55:00,392
33,10,10/25/2018,22:01:00,10/26/2018,06:10:00,489
33,11,10/26/2018,22:12:00,10/27/2018,05:40:00,448
33,12,10/27/2018,22:10:00,10/28/2018,07:24:00,554
33,13,10/28/2018,23:45:00,10/29/2018,06:55:00,430
33,14,10/30/2018,00:25:00,10/30/2018,08:34:00,489
33,15,10/30/2018,23:03:00,10/31/2018,05:53:00,410
33,16,10/31/2018,20:36:00,11/1/2018,14:34:00,1078
33,17,11/1/2018,22:00:00,11/2/2018,05:26:00,446
33,18,11/2/2018,22:15:00,11/3/2018,07:04:00,529
33,19,11/3/2018,23:33:00,11/4/2018,11:01:00,688
34,1,10/16/2018,22:47:00,10/17/2018,07:37:00,530
34,2,10/17/2018,23:56:00,10/18/2018,07:54:00,478
34,3,10/18/2018,23:45:00,10/19/2018,08:31:00,526
34,4,10/19/2018,22:44:00,10/20/2018,08:43:00,599
34,5,10/21/2018,00:49:00,10/21/2018,07:57:00,428
34,6,10/21/2018,22:52:00,10/22/2018,07:55:00,543
34,7,10/22/2018,23:14:00,10/23/2018,07:47:00,513
34,8,10/23/2018,23:36:00,10/24/2018,10:05:00,629
34,9,10/24/2018,23:25:00,10/25/2018,06:34:00,429
34,10,10/25/2018,23:04:00,10/26/2018,08:08:00,544
34,11,10/26/2018,22:26:00,10/27/2018,08:17:00,591
34,12,10/28/2018,01:23:00,10/28/2018,07:33:00,370
34,13,10/28/2018,21:36:00,10/29/2018,08:07:00,631
74,1,9/11/2017,10:11:00,9/11/2017,18:14:00,483
74,2,9/11/2017,20:05:00,9/12/2017,08:24:00,739
74,3,9/13/2017,23:22:00,9/14/2017,07:11:00,469
74,4,9/15/2017,00:07:00,9/15/2017,07:41:00,454
74,5,9/15/2017,21:24:00,9/16/2017,09:11:00,707
74,6,9/20/2017,21:37:00,9/21/2017,00:48:00,191
74,7,9/24/2017,21:58:00,9/25/2017,07:13:00,555
74,8,9/27/2017,21:21:00,9/28/2017,06:39:00,558
74,9,9/28/2017,23:05:00,9/29/2017,08:12:00,547
74,10,9/30/2017,03:29:00,9/30/2017,08:05:00,276
74,11,10/1/2017,01:39:00,10/1/2017,09:24:00,465
74,12,10/2/2017,02:30:00,10/2/2017,05:29:00,179
74,13,10/5/2017,22:31:00,10/6/2017,06:25:00,474
74,14,10/7/2017,22:35:00,10/8/2017,07:02:00,507
74,15,10/8/2017,23:04:00,10/9/2017,05:40:00,396
74,16,10/10/2017,23:29:00,10/11/2017,06:01:00,392
74,17,10/11/2017,22:58:00,10/12/2017,07:16:00,498
74,18,10/14/2017,01:03:00,10/14/2017,07:14:00,371
74,19,10/15/2017,01:53:00,10/15/2017,07:40:00,347
74,20,10/16/2017,00:29:00,10/16/2017,05:41:00,312
74,21,10/16/2017,22:31:00,10/17/2017,06:33:00,482
74,22,10/18/2017,01:47:00,10/18/2017,06:03:00,256
75,1,9/10/2017,14:44:00,9/11/2017,07:17:00,993
75,2,9/11/2017,20:06:00,9/12/2017,08:21:00,735
75,3,9/12/2017,20:23:00,9/13/2017,08:44:00,741
75,4,9/14/2017,00:30:00,9/14/2017,07:07:00,397
75,5,9/14/2017,23:39:00,9/15/2017,08:10:00,511
